ID,marital,education,job,default
5429,married,basic.9y,blue-collar,no
5430,married,high.school,admin.,
5431,married,professional.course,technician,no
5432,married,university.degree,admin.,no
5433,married,high.school,services,no
5434,married,basic.9y,blue-collar,
5435,single,professional.course,technician,no
5436,married,,blue-collar,no
5437,divorced,high.school,services,
5438,divorced,basic.4y,management,
5439,married,professional.course,technician,no
5440,divorced,high.school,admin.,no
5441,married,basic.9y,blue-collar,no
5442,married,high.school,services,no
5443,married,professional.course,technician,no
5444,divorced,basic.4y,blue-collar,no
5445,single,high.school,admin.,no
5446,married,professional.course,technician,no
5447,divorced,basic.9y,blue-collar,no
5448,divorced,university.degree,admin.,no
5449,married,basic.9y,blue-collar,
5450,married,university.degree,admin.,
5451,married,basic.4y,housemaid,no
5452,single,university.degree,blue-collar,no
5453,single,basic.9y,,
5454,married,high.school,admin.,
5455,married,university.degree,management,no
5456,married,basic.4y,blue-collar,
5457,single,basic.6y,services,no
5458,married,basic.4y,blue-collar,no
5459,married,high.school,services,no
5460,married,university.degree,technician,no
5461,married,high.school,services,
5462,married,high.school,admin.,no
5463,divorced,high.school,admin.,no
5464,married,university.degree,management,no
5465,divorced,university.degree,admin.,no
5466,married,high.school,services,no
5467,single,basic.6y,services,
5468,single,basic.9y,services,no
5469,married,professional.course,technician,no
5470,married,basic.9y,self-employed,
5471,single,university.degree,admin.,no
5472,married,basic.9y,blue-collar,
5473,married,professional.course,technician,no
5474,married,basic.9y,blue-collar,no
5475,married,basic.9y,self-employed,no
5476,married,university.degree,management,
5477,single,professional.course,technician,no
5478,married,university.degree,management,no
5479,single,basic.9y,admin.,no
5480,single,basic.6y,blue-collar,no
5481,single,high.school,admin.,
5482,married,university.degree,admin.,no
5483,married,professional.course,housemaid,no
5484,married,,blue-collar,no
5485,married,basic.9y,technician,no
5486,married,university.degree,admin.,
5487,married,professional.course,self-employed,no
5488,married,university.degree,admin.,no
5489,married,high.school,blue-collar,no
5490,married,professional.course,technician,no
5491,married,university.degree,admin.,no
5492,married,high.school,blue-collar,no
5493,single,high.school,admin.,no
5494,single,university.degree,admin.,no
5495,married,,blue-collar,no
5496,single,high.school,services,no
5497,married,university.degree,technician,no
5498,married,high.school,self-employed,no
5499,married,professional.course,self-employed,no
5500,single,high.school,technician,no
5501,married,,blue-collar,no
5502,divorced,basic.4y,blue-collar,
5503,married,high.school,services,no
5504,single,professional.course,retired,no
5505,married,basic.4y,blue-collar,
5506,divorced,university.degree,admin.,no
5507,married,basic.4y,admin.,no
5508,married,basic.9y,blue-collar,
5509,married,basic.9y,admin.,no
5510,married,university.degree,admin.,no
5511,married,basic.9y,blue-collar,no
5512,married,high.school,services,no
5513,married,university.degree,entrepreneur,no
5514,married,basic.9y,self-employed,
5515,married,basic.9y,self-employed,
5516,married,basic.9y,self-employed,
5517,divorced,high.school,services,no
5518,married,high.school,entrepreneur,no
5519,single,university.degree,admin.,no
5520,single,basic.9y,services,no
5521,divorced,professional.course,retired,no
5522,married,high.school,blue-collar,no
5523,married,basic.6y,blue-collar,no
5524,married,basic.9y,technician,no
5525,married,basic.4y,blue-collar,
5526,single,basic.9y,services,no
5527,married,basic.6y,entrepreneur,no
5528,married,basic.9y,blue-collar,
5529,married,basic.4y,blue-collar,
5530,married,university.degree,unemployed,
5531,divorced,basic.9y,blue-collar,
5532,married,high.school,admin.,no
5533,married,professional.course,services,no
5534,married,high.school,unemployed,
5535,single,university.degree,admin.,no
5536,married,high.school,entrepreneur,
5537,married,university.degree,admin.,
5538,married,professional.course,technician,no
5539,married,basic.9y,blue-collar,
5540,divorced,university.degree,entrepreneur,no
5541,married,,services,no
5542,divorced,university.degree,admin.,no
5543,married,professional.course,technician,
5544,married,university.degree,management,no
5545,married,basic.4y,blue-collar,no
5546,married,high.school,unemployed,no
5547,married,basic.4y,blue-collar,no
5548,married,high.school,services,no
5549,married,professional.course,technician,
5550,single,basic.9y,blue-collar,
5551,married,professional.course,technician,
5552,married,high.school,admin.,no
5553,married,basic.6y,entrepreneur,
5554,married,basic.6y,admin.,no
5555,divorced,basic.9y,admin.,
5556,married,basic.6y,blue-collar,
5557,divorced,university.degree,management,no
5558,married,professional.course,management,no
5559,single,high.school,admin.,no
5560,single,high.school,admin.,no
5561,single,high.school,admin.,no
5562,married,basic.9y,blue-collar,
5563,married,basic.9y,blue-collar,
5564,married,university.degree,admin.,no
5565,married,,admin.,
5566,married,high.school,technician,no
5567,married,high.school,admin.,no
5568,married,professional.course,housemaid,
5569,divorced,university.degree,admin.,no
5570,married,high.school,admin.,no
5571,divorced,basic.9y,management,
5572,married,basic.4y,housemaid,no
5573,married,professional.course,technician,no
5574,divorced,professional.course,retired,no
5575,married,basic.4y,housemaid,no
5576,single,university.degree,admin.,
5577,married,university.degree,admin.,no
5578,married,basic.6y,blue-collar,no
5579,married,professional.course,technician,no
5580,married,university.degree,admin.,no
5581,married,basic.4y,blue-collar,no
5582,divorced,,housemaid,no
5583,married,university.degree,management,no
5584,single,,blue-collar,
5585,married,basic.6y,blue-collar,no
5586,single,,technician,no
5587,single,high.school,technician,no
5588,married,basic.9y,blue-collar,
5589,married,basic.9y,admin.,
5590,married,high.school,services,no
5591,married,university.degree,admin.,no
5592,married,high.school,services,no
5593,married,high.school,services,no
5594,married,university.degree,admin.,no
5595,single,basic.9y,,no
5596,married,basic.9y,technician,no
5597,divorced,high.school,admin.,no
5598,married,basic.6y,blue-collar,
5599,married,high.school,admin.,
5600,married,university.degree,admin.,no
5601,married,,blue-collar,
5602,single,university.degree,admin.,no
5603,married,basic.6y,blue-collar,
5604,married,high.school,admin.,no
5605,single,high.school,technician,no
5606,married,basic.9y,services,
5607,married,basic.9y,blue-collar,
5608,married,university.degree,technician,
5609,married,basic.9y,services,no
5610,married,university.degree,admin.,no
5611,married,high.school,services,no
5612,divorced,high.school,services,
5613,married,professional.course,blue-collar,no
5614,married,basic.9y,admin.,no
5615,married,high.school,services,no
5616,divorced,university.degree,admin.,no
5617,married,university.degree,admin.,
5618,married,university.degree,admin.,
5619,single,university.degree,admin.,no
5620,married,basic.4y,blue-collar,
5621,single,basic.9y,blue-collar,
5622,married,university.degree,admin.,
5623,married,high.school,services,no
5624,single,high.school,services,no
5625,married,basic.4y,blue-collar,
5626,married,high.school,services,
5627,married,university.degree,entrepreneur,
5628,married,university.degree,technician,no
5629,divorced,high.school,services,no
5630,married,high.school,admin.,no
5631,divorced,basic.6y,services,no
5632,single,basic.4y,blue-collar,
5633,married,,technician,no
5634,divorced,basic.9y,services,
5635,married,professional.course,technician,
5636,single,university.degree,management,
5637,single,high.school,technician,no
5638,single,high.school,student,no
5639,single,professional.course,admin.,no
5640,married,high.school,admin.,no
5641,married,basic.9y,blue-collar,
5642,married,high.school,admin.,
5643,married,university.degree,admin.,no
5644,married,basic.4y,blue-collar,
5645,single,high.school,blue-collar,
5646,married,high.school,blue-collar,no
5647,married,basic.4y,housemaid,no
5648,married,professional.course,services,no
5649,married,basic.4y,technician,
5650,single,,technician,
5651,single,high.school,student,no
5652,married,high.school,services,
5653,divorced,high.school,housemaid,
5654,married,,,
5655,single,university.degree,admin.,no
5656,single,,technician,no
5657,single,university.degree,admin.,no
5658,married,high.school,services,
5659,single,high.school,admin.,no
5660,married,high.school,retired,no
5661,married,high.school,services,
5662,married,high.school,retired,
5663,married,professional.course,technician,
5664,married,basic.4y,blue-collar,
5665,married,university.degree,self-employed,no
5666,married,high.school,services,no
5667,single,basic.9y,retired,
5668,married,basic.4y,blue-collar,
5669,married,basic.4y,blue-collar,
5670,married,basic.9y,retired,no
5671,married,professional.course,management,no
5672,single,university.degree,admin.,no
5673,married,basic.6y,blue-collar,
5674,single,high.school,blue-collar,no
5675,married,,retired,
5676,married,university.degree,management,no
5677,single,university.degree,admin.,no
5678,married,basic.6y,admin.,no
5679,divorced,high.school,entrepreneur,no
5680,married,professional.course,technician,no
5681,single,basic.9y,admin.,no
5682,married,basic.9y,blue-collar,no
5683,married,high.school,admin.,
5684,married,basic.6y,,
5685,married,basic.6y,services,
5686,divorced,basic.9y,management,no
5687,single,high.school,admin.,no
5688,single,university.degree,admin.,no
5689,married,basic.6y,unemployed,no
5690,single,basic.9y,blue-collar,no
5691,married,university.degree,technician,no
5692,single,high.school,blue-collar,no
5693,single,high.school,services,
5694,married,university.degree,admin.,no
5695,married,basic.9y,entrepreneur,no
5696,divorced,professional.course,technician,no
5697,divorced,university.degree,management,no
5698,single,basic.9y,blue-collar,no
5699,single,university.degree,admin.,no
5700,single,basic.4y,blue-collar,no
5701,married,university.degree,admin.,
5702,single,university.degree,admin.,no
5703,divorced,university.degree,admin.,no
5704,married,high.school,entrepreneur,no
5705,single,university.degree,admin.,no
5706,married,high.school,admin.,no
5707,married,high.school,entrepreneur,no
5708,single,basic.4y,blue-collar,
5709,married,university.degree,admin.,no
5710,single,high.school,technician,no
5711,single,basic.6y,services,
5712,married,basic.9y,blue-collar,no
5713,married,basic.4y,blue-collar,no
5714,married,professional.course,technician,no
5715,married,basic.9y,blue-collar,no
5716,married,high.school,admin.,no
5717,married,university.degree,unemployed,
